@ NAME             %16s "INITIAL_PS_DISTR"
@ TYPE             %04s "USER"
@ TITLE            %11s "SPS SE init"
@ ORIGIN           %22s "MAD-X 5.01.00 Linux 64"
@ DATE             %08s "16/12/13"
@ TIME             %08s "15.28.02"
 *  NUMBER  TURN                   X                  PX                   Y                  PY    T                  PT    S      E 
 $      %d    %d                 %le                 %le                 %le                 %le  %le                 %le  %le    %le 
       211     0    0.00105874025505   2.60646777944e-05   4.18265499061e-05   5.01243302658e-05  0.0   0.000100355056351  0.0  400.0 
       212     0    0.00218321518106   4.38053977543e-05   -0.00014774983576   4.31275961459e-05  0.0  -5.34323846493e-07  0.0  400.0 
       213     0     0.0020478191233    7.8121812281e-05   -0.00101562754474   5.15337442364e-05  0.0    0.00019505192263  0.0  400.0 
       214     0    0.00176715652327   3.92958637788e-05   -0.00084205834871   6.33877356426e-05  0.0   8.42126816344e-05  0.0  400.0 
       215     0    0.00158324836662   3.76447322626e-05  -0.000558109329634   4.40111945995e-05  0.0  -6.41598076426e-05  0.0  400.0 
       216     0    0.00125490397897   2.95240480288e-05   0.000197194788566  -7.72422663257e-05  0.0  -5.80586113098e-05  0.0  400.0 
       217     0    0.00158995904596   3.33339087068e-05   -0.00051145392861   9.96508938782e-07  0.0  -2.73556484733e-05  0.0  400.0 
       218     0   -0.00253777025655  -5.36744462986e-05  -0.000231763351428   5.37018247365e-05  0.0   -0.00014500353555  0.0  400.0 
       219     0    0.00140600833735   3.93469353439e-05  -2.75925615068e-05    4.1807262059e-05  0.0   0.000167194826932  0.0  400.0 
       220     0    0.00110995286158   1.37422568479e-05  -0.000338568424973   4.67847188131e-05  0.0   9.92160446267e-05  0.0  400.0 
       221     0   -0.00129288340765  -3.80797971581e-05  -0.000777142989886   5.15054225847e-06  0.0  -0.000152760597763  0.0  400.0 
       222     0  -9.21167679361e-05  -2.01823758653e-06  -0.000404944763574   7.23764359133e-05  0.0   0.000138621477494  0.0  400.0 
       223     0    -0.0024111527814  -3.66289927299e-05   0.000717893528457   3.09054672434e-05  0.0  -0.000231377929837  0.0  400.0 
       224     0  -0.000692245691398  -2.52516966422e-05   0.000313650259558   1.86175055377e-05  0.0   3.25026109287e-06  0.0  400.0 
       225     0     0.0010313234027   3.29498936315e-05  -8.39235888985e-05   2.43369303658e-05  0.0   6.55910495121e-05  0.0  400.0 
       226     0   0.000147230657904   2.23279066204e-05  -0.000594061417135   8.95474274167e-05  0.0   2.60021497472e-05  0.0  400.0 
       227     0  -5.39295482653e-05   1.82325016937e-05   0.000422965104013  -3.81979615484e-05  0.0  -7.98330814135e-05  0.0  400.0 
       228     0  -0.000203827061413   7.88210329518e-06   0.000276194358309   2.01811693434e-05  0.0  -1.07520824994e-05  0.0  400.0 
       229     0    0.00107297420434   1.69526915382e-05   -0.00054724410178   -1.0412001016e-05  0.0  -9.31591409674e-05  0.0  400.0 
       230     0    0.00100037829885    3.7460696186e-05   -0.00103191473298    4.2525622385e-05  0.0   0.000219835013483  0.0  400.0 
       231     0  -0.000333829205352  -2.32226131715e-05  -0.000514925097041   6.43795586382e-05  0.0  -0.000173542501078  0.0  400.0 
       232     0    0.00104615378004   3.76755137146e-05    0.00040930619334  -8.25857055517e-07  0.0   7.63060016763e-06  0.0  400.0 
       233     0    0.00122936707417   3.39564082044e-05  -0.000342498954021   1.31741528125e-05  0.0   9.58093498221e-05  0.0  400.0 
       234     0    0.00317019803578   7.48394405083e-05   0.000459334896236   -2.3146701246e-06  0.0    0.00018120924928  0.0  400.0 
       235     0   0.000510618013925   2.51636528835e-05   -0.00163076713148   4.94853337349e-05  0.0  -6.53365651405e-05  0.0  400.0 
       236     0    0.00358814349929   8.72843874316e-05   5.68269423895e-05  -2.64216261707e-05  0.0   0.000229137957216  0.0  400.0 
       237     0  -1.58970386308e-05  -2.48731041948e-06   -0.00131546876862   6.19603279215e-05  0.0   0.000195893816251  0.0  400.0 
       238     0    0.00311645585536   7.75649346592e-05   0.000201792064136   4.94728018851e-05  0.0   0.000208046845788  0.0  400.0 
       239     0   -0.00243023137221  -3.23036011038e-05  -0.000428752118957    3.1906053076e-05  0.0    6.6992374425e-05  0.0  400.0 
       240     0    0.00293847410467   7.99529497035e-05    0.00114652434068  -2.50768394254e-05  0.0   0.000229581525324  0.0  400.0 
       241     0    0.00353994121345   8.14919188124e-05   7.11476557421e-05   2.12538678562e-05  0.0  -0.000156111057214  0.0  400.0 
       242     0    0.00307332821639   7.10223299977e-05  -0.000704405450637   6.41182328053e-05  0.0   9.94745934998e-05  0.0  400.0 
       243     0    0.00295863882987   8.92146700128e-05   0.000357635368301   8.05346525678e-06  0.0   0.000194568414454  0.0  400.0 
       244     0    0.00256531909023    7.9665851877e-05   0.000218928985339   2.24802439235e-05  0.0  -2.08980766417e-05  0.0  400.0 
       245     0  -0.000479959133852  -1.64177850747e-05   0.000193651089165   1.95481875363e-05  0.0   0.000136588628204  0.0  400.0 
       246     0    0.00181475790988   4.75212827687e-05   0.000816926715067  -8.86649216869e-06  0.0   0.000214011550358  0.0  400.0 
       247     0    0.00136670062116   2.75741476387e-05   8.43183339315e-06   3.84016538483e-05  0.0   0.000133528748866  0.0  400.0 
       248     0    0.00221213962359   6.57834759223e-05   0.000934285474239   1.27791994519e-05  0.0  -8.27036035747e-06  0.0  400.0 
       249     0   0.000168697869256   1.19395669536e-05     0.0011200131602  -1.27224953501e-05  0.0  -0.000100545899205  0.0  400.0 
       250     0    0.00069699609049   1.03226691341e-05  -0.000282294472363   7.56573589874e-05  0.0  -8.11554843584e-05  0.0  400.0 
       251     0   -0.00110349430525  -1.73772032582e-05    0.00074230458849   3.76059609206e-06  0.0  -0.000160524672917  0.0  400.0 
       252     0   0.000662422505141   3.77301993602e-05    0.00012342583175   3.74601567281e-05  0.0  -0.000232140274996  0.0  400.0 
       253     0   0.000586762213626   1.97272845924e-05   4.66025221826e-05   1.51595547683e-05  0.0  -2.24870003635e-05  0.0  400.0 
       254     0    0.00317157107136   6.18845025176e-05  -0.000420057161615   3.18078058476e-05  0.0   0.000212741265206  0.0  400.0 
       255     0  -4.90620737836e-05  -2.00027392365e-05    0.00130369168457   2.50592920816e-05  0.0   0.000187829257859  0.0  400.0 
       256     0   0.000971029503845   5.50103656981e-05   0.000359500479579   2.59631822479e-06  0.0  -0.000203379555878  0.0  400.0 
       257     0    0.00130561363353   3.10600623427e-05  -0.000248560240756   9.16084924383e-05  0.0  -0.000125285528284  0.0  400.0 
       258     0   0.000743513170711   2.85092432655e-05   0.000578734196118   3.42289289041e-05  0.0  -0.000235687993894  0.0  400.0 
       259     0   0.000431650040155  -1.45719349828e-05   0.000726678226888   1.81618566265e-05  0.0   0.000184133770729  0.0  400.0 
       260     0  -0.000384760975806  -2.54745098226e-05  -0.000569392041128   4.86189403787e-05  0.0  -9.31199364295e-05  0.0  400.0 
       261     0    0.00212734221633   3.92252097785e-05   -0.00046588798131    5.0895397649e-05  0.0   0.000177575321506  0.0  400.0 
       262     0  -8.16060509143e-05   2.13353235494e-05   -0.00023590362224   2.62597876919e-05  0.0  -9.58051981828e-05  0.0  400.0 
       263     0    0.00103725619871   3.54580343205e-05   0.000200625968258   4.61958291064e-05  0.0   0.000209568490984  0.0  400.0 
       264     0  -0.000916426305864  -8.32410816688e-06   0.000556371220932    5.3553631898e-05  0.0   -0.00023140703373  0.0  400.0 
       265     0   -0.00162029336141  -1.58873599172e-05   8.17644631822e-05   7.27113342537e-06  0.0  -5.18992081968e-05  0.0  400.0 
       266     0    0.00213114057964   7.57268250674e-05   0.000782327614036   3.35719750535e-05  0.0   5.82827681296e-05  0.0  400.0 
       267     0  -0.000364275949021  -3.75891509623e-07   0.000408405771962   4.33082110684e-05  0.0   -3.5544389678e-05  0.0  400.0 
       268     0    0.00389115112667   9.73970737206e-05  -0.000226522698475   1.76787924523e-05  0.0  -0.000228888661605  0.0  400.0 
       269     0  -0.000714853711765  -9.96799141967e-06   0.000167232928283   9.04383875573e-06  0.0  -4.70596810945e-05  0.0  400.0 
       270     0    0.00154073837824    5.6446655104e-05  -5.61257427919e-05  -6.76998345575e-06  0.0   -0.00022772036824  0.0  400.0 
       271     0   0.000387502028901   1.93337717412e-05   0.000215898506459   8.02213275406e-05  0.0  -0.000147462900979  0.0  400.0 
       272     0    0.00373540816036   9.49601784725e-05   0.000334537777814  -1.44185776429e-05  0.0  -9.67490138912e-05  0.0  400.0 
       273     0     0.0011122346265   1.92313437131e-05  -0.000157120204216   1.02802593787e-05  0.0  -0.000136929649617  0.0  400.0 
       274     0  -0.000781845721352  -2.95973558854e-05   0.000937565757755  -3.28331419494e-05  0.0  -0.000109139705373  0.0  400.0 
       275     0  -0.000650717784043  -1.02872842407e-05  -0.000444914831444  -3.22467878926e-05  0.0  -0.000180242783752  0.0  400.0 
       276     0   0.000223019493347   1.57718627549e-05    0.00035064478593   2.01963212956e-05  0.0   -0.00024206416492  0.0  400.0 
       277     0    0.00146034953686   3.16340402954e-05   -0.00143756660682   3.61825055407e-05  0.0   1.70389144575e-05  0.0  400.0 
       278     0    0.00188108227619   4.65822062789e-05  -0.000261626190306   3.54214089762e-05  0.0   0.000144357147972  0.0  400.0 
       279     0   6.95889306237e-05  -2.24278562754e-05  -0.000930001170933   6.32420208829e-05  0.0  -4.13480252814e-05  0.0  400.0 
       280     0   0.000654725613508   2.87712412613e-05  -5.09761361526e-05   3.97239864175e-05  0.0  -0.000212225478761  0.0  400.0 
       281     0    0.00103615404114   4.42980551644e-05  -8.19895551234e-06   3.78630813017e-05  0.0  -4.22301830806e-05  0.0  400.0 
       282     0    -0.0010238435396  -2.07350878619e-05   0.000460221010148   1.96005308367e-05  0.0  -0.000201893346891  0.0  400.0 
       283     0  -0.000130774775416  -6.36111139705e-07  -9.90297208786e-05   3.37954077551e-05  0.0   0.000140854066184  0.0  400.0 
       284     0   -0.00178468824486  -3.37989945968e-05  -9.78828700805e-05    5.9953856161e-05  0.0  -0.000133970674544  0.0  400.0 
       285     0   0.000637863783471   2.78728284811e-05   0.000342613759468   8.05113592182e-05  0.0  -5.79079759751e-05  0.0  400.0 
       286     0    0.00240361305181   6.40414506518e-05  -0.000168961641615   4.24971163382e-05  0.0   0.000224689899983  0.0  400.0 
       287     0    0.00134780689385   1.93147460641e-05   0.000756227227147  -1.33768526571e-05  0.0  -7.83800882845e-05  0.0  400.0 
       288     0   -0.00114672843529  -1.38270405504e-05   0.000577496370723   7.23932287836e-05  0.0    -0.0002117904148  0.0  400.0 
       289     0    0.00215138438932   4.96671851331e-05   0.000519088602718   1.03497740611e-05  0.0  -5.00812131008e-05  0.0  400.0 
       290     0   0.000957250962435   1.81334481437e-05    0.00109408186532     -1.21948172e-05  0.0  -9.69367679404e-05  0.0  400.0 
       291     0    0.00127013502064   2.08157100386e-05   0.000194818175118  -4.66038674022e-06  0.0  -2.95620915594e-05  0.0  400.0 
       292     0    0.00287414630521   5.80023781346e-05   0.000313881711078   5.46615052667e-06  0.0   0.000123032228547  0.0  400.0 
       293     0   0.000474355349642  -4.91958715846e-06   0.000892589858992   -1.9792094254e-07  0.0  -0.000160408467472  0.0  400.0 
       294     0   0.000420769759598  -8.45805695798e-06   0.000527878762231  -2.33033366894e-05  0.0   0.000175755491677  0.0  400.0 
       295     0    0.00303331932726   7.51296805696e-05  -0.000619120683774   4.51845861601e-05  0.0  -0.000158372832782  0.0  400.0 
       296     0    0.00194031092976   5.76327346199e-05   0.000287924560456   8.23032645222e-05  0.0   0.000177114674855  0.0  400.0 
       297     0    0.00143454519417   2.52114082451e-05   0.000193282737816    3.5576978563e-05  0.0  -0.000225366245591  0.0  400.0 
       298     0   0.000535783803247   2.49918328777e-05    5.6213858734e-05   3.56988957394e-05  0.0   0.000114810598573  0.0  400.0 
       299     0   5.83677950401e-05   1.86558640459e-05    4.8105705363e-06   4.45364941528e-05  0.0   0.000160028755992  0.0  400.0 
       300     0   0.000372106807832   8.79693222911e-06    0.00123946998376  -3.18512636964e-05  0.0  -4.86546850915e-05  0.0  400.0 
       301     0    0.00169150934784    3.9185035328e-05   0.000834883642883  -4.79982811429e-05  0.0   -0.00017509614924  0.0  400.0 
       302     0   -0.00016595019811   4.73852947242e-06   -0.00106107503467   4.44311126428e-05  0.0  -0.000137939874272  0.0  400.0 
       303     0   0.000907248206778    6.3311601838e-05  -2.46829124027e-05   4.97772850016e-05  0.0  -1.57231644908e-05  0.0  400.0 
       304     0    0.00279489992296   6.96112551144e-05  -0.000129082206693   4.82584070969e-05  0.0   -0.00024829977692  0.0  400.0 
       305     0   0.000588153051417   -9.7568976313e-07   0.000225648002551   2.89272651274e-05  0.0  -6.80043376562e-05  0.0  400.0 
       306     0    0.00212210394593   4.28061242626e-05   0.000902142764963   5.81965482639e-05  0.0   0.000197010195871  0.0  400.0 
       307     0    0.00146876846862   3.90570019459e-05  -0.000240613623698  -8.13961713263e-06  0.0  -0.000224847992173  0.0  400.0 
       308     0  -0.000654754783806  -7.56255396725e-06    0.00137576609445  -6.58890934482e-05  0.0  -0.000161902099352  0.0  400.0 
       309     0    0.00081268164547   2.35991095471e-05   0.000812422351256   2.64491490675e-05  0.0   0.000129134644327  0.0  400.0 
       310     0  -0.000205875082326   9.60794402955e-07   0.000261116744082   5.02389391543e-05  0.0     0.0001280651285  0.0  400.0 
       311     0    0.00126876544496   5.48219088121e-05   3.43557966982e-05   2.14353531822e-06  0.0   0.000104191805551  0.0  400.0 
       312     0   9.15118622794e-05   6.55329377881e-06   0.000864445533807  -1.33408069789e-05  0.0   9.68865080855e-05  0.0  400.0 
       313     0   3.62486978412e-05   8.24337535888e-06   0.000128184585601   1.75770324013e-05  0.0   0.000182120394402  0.0  400.0 
       314     0    0.00358921750519   9.81809450747e-05  -0.000414000866661   1.71258261625e-05  0.0   0.000140757655466  0.0  400.0 
       315     0    -0.0010335174673  -2.40407397241e-05   -0.00123410390982    7.5102493815e-05  0.0   0.000119296637502  0.0  400.0 
       316     0  -4.84372553876e-05   3.07456291974e-06  -0.000557154654944   7.55923067549e-05  0.0   0.000113122769943  0.0  400.0 
       317     0    0.00277360831883   5.84858163989e-05   0.000483084201743   4.08233733545e-05  0.0   1.32764177224e-05  0.0  400.0 
       318     0   -0.00132030400506  -2.21699947138e-05  -0.000989645209092   8.64744910861e-05  0.0  -0.000248437083233  0.0  400.0 
       319     0    0.00192308622283   4.51100905344e-05    -0.0010258711998    0.00010035746986  0.0  -0.000146128849416  0.0  400.0 
       320     0     0.0041941282638   0.000111210412414   0.000550769641483   1.02061909555e-05  0.0   3.54564995211e-05  0.0  400.0 
       321     0   0.000660411557511   1.86094159587e-05  -0.000879999081471   2.55021078661e-05  0.0   3.67110666541e-05  0.0  400.0 
       322     0    0.00173576355603    4.6497080027e-05  -0.000181542719336   4.16216882361e-05  0.0    0.00012524753763  0.0  400.0 
       323     0    0.00335546652826   9.78676734182e-05  -0.000316194079273  -9.26552508494e-06  0.0  -0.000122798502081  0.0  400.0 
       324     0  -0.000375985501352  -9.36451474209e-06  -0.000882689810029    3.3017185381e-05  0.0   1.83850318773e-05  0.0  400.0 
       325     0    0.00273707353691   6.60698104819e-05   0.000809855239265   1.07881790854e-06  0.0   5.71768425449e-06  0.0  400.0 
       326     0  -1.82083749276e-05   6.92285449434e-06   -0.00024709407233   3.18493218603e-05  0.0  -0.000140416267692  0.0  400.0 
       327     0     0.0010128212412   3.55410439647e-06    0.00108782214607  -2.91604153707e-05  0.0   6.93588612049e-05  0.0  400.0 
       328     0    0.00138419979199   1.66762964998e-05   0.000101899740567   6.93307498307e-05  0.0   0.000194730595782  0.0  400.0 
       329     0  -0.000370127484783  -2.31289952174e-06   6.67324671074e-05   7.30935435288e-05  0.0   -0.00021057333908  0.0  400.0 
       330     0  -1.37955292824e-05   1.27096664415e-05     -0.001196824143   4.68769637877e-05  0.0   0.000134075041081  0.0  400.0 
       331     0    0.00189498272852   5.95875990273e-05    -0.0012891870354   9.12376889168e-05  0.0  -8.45286644323e-05  0.0  400.0 
       332     0   0.000758184939741   3.99967936857e-06    0.00117010179394  -3.59354626829e-05  0.0  -2.45695754524e-05  0.0  400.0 
       333     0   0.000614997958306   2.71503009503e-05  -0.000499267721014   6.66517995178e-05  0.0   0.000205973380928  0.0  400.0 
       334     0   -0.00113717940787  -1.50599175327e-05  -0.000131890984172   7.42723390427e-05  0.0  -0.000222421597417  0.0  400.0 
       335     0    0.00421573230317   9.54226813016e-05    0.00052552735287   7.06643202194e-05  0.0   0.000224523767265  0.0  400.0 
       336     0    0.00231717502998   5.88999996726e-05   0.000536930872501   4.06643767417e-05  0.0   9.79568893394e-07  0.0  400.0 
       337     0   0.000696067572926  -1.20326885212e-05  -0.000242589094584   2.89848905626e-05  0.0  -0.000124330774652  0.0  400.0 
       338     0   -1.4288556984e-05   2.03370356048e-06  -0.000748100777873    2.5063944739e-05  0.0  -0.000224737873318  0.0  400.0 
       339     0    0.00100170917136   2.02610726591e-05  -0.000186967161796   9.91290616555e-06  0.0   0.000219896249609  0.0  400.0 
       340     0    0.00136103061892    3.7428860641e-05   3.28193931208e-05   2.37172210036e-05  0.0   0.000189381474639  0.0  400.0 
       341     0  -0.000286097558687   5.57819244961e-06   0.000336732580828   1.99871583831e-05  0.0  -0.000201830322922  0.0  400.0 
       342     0    0.00100054864025   3.36452602716e-05   0.000822794554999   4.08685524741e-05  0.0  -0.000167894864261  0.0  400.0 
       343     0   0.000403161532076   2.84985287487e-05  -0.000660500088558   6.20387427755e-05  0.0   0.000243528218779  0.0  400.0 
       344     0    0.00109413353076   1.10645337554e-05   -0.00152782282303   7.94714635378e-05  0.0   0.000231966399416  0.0  400.0 
       345     0  -0.000587349548628  -1.54752968242e-05  -8.65702153615e-07   2.50733998888e-06  0.0   -0.00014638170782  0.0  400.0 
       346     0    0.00135109609188   5.40138791136e-06   0.000314836277171   3.02704234042e-05  0.0  -4.11886489656e-05  0.0  400.0 
       347     0   0.000834222739625   1.84082414539e-05    0.00118737256049   6.26771268188e-06  0.0   1.34437700841e-05  0.0  400.0 
       348     0    0.00155457780363   4.64606601942e-05  -3.53949354494e-05   9.45913062012e-05  0.0   5.66591464994e-05  0.0  400.0 
       349     0    0.00197896198522   3.72638121483e-05  -0.000251601122343   9.18427589245e-05  0.0  -0.000198138189648  0.0  400.0 
       350     0  -0.000148922917971   -3.9302420289e-06     0.0005461310957  -1.13906422042e-05  0.0  -0.000183289963255  0.0  400.0 
       351     0   -1.3895840251e-05  -9.64549436291e-06  -0.000334392302547   7.46590168612e-05  0.0   1.80458465718e-06  0.0  400.0 
       352     0   -0.00203308725923  -2.93343124953e-05  -0.000594107125958   5.11828336057e-05  0.0  -0.000199452164153  0.0  400.0 
       353     0   0.000576513112399    3.2911487983e-05   0.000303438614025  -4.82875040536e-06  0.0  -0.000236115607972  0.0  400.0 
       354     0  -0.000759028558756  -1.49392764238e-05  -0.000849375977265  -8.51617284555e-06  0.0   6.06168525718e-05  0.0  400.0 
       355     0    0.00225074110931   5.44435224305e-05   0.000837219675094  -4.99162520391e-05  0.0   0.000106346349683  0.0  400.0 
       356     0    0.00258230132281   7.98359082753e-05  -0.000301081101637   5.72219951644e-05  0.0  -0.000109989009559  0.0  400.0 
       357     0    0.00191422247281   6.26812705263e-05  -0.000271611608965   1.87269316704e-05  0.0  -9.51603036426e-05  0.0  400.0 
       358     0    -0.0011271785072  -1.43275310202e-05  -0.000670549146837   1.49085480386e-05  0.0   8.77862367199e-05  0.0  400.0 
       359     0  -0.000755272046365  -4.03910916719e-05   0.000359754557539   7.04750288595e-06  0.0   0.000196789148488  0.0  400.0 
       360     0    0.00204196093723   6.80073280614e-05   0.000720322334929  -1.25314807403e-05  0.0   6.25138192708e-05  0.0  400.0 
       361     0   0.000320216027208   7.24147842139e-07   0.000570674185862   1.44772155762e-05  0.0  -3.48936892423e-05  0.0  400.0 
       362     0  -0.000955602234354  -2.35214885917e-05   -0.00048916549661   1.37619495826e-05  0.0  -0.000193344191994  0.0  400.0 
       363     0     0.0018299673132   4.39962117974e-05  -0.000401894775074   8.87675492526e-05  0.0  -0.000243889203652  0.0  400.0 
       364     0    0.00185928594886   3.57512501827e-05   -0.00097690101459   5.43633614641e-05  0.0  -0.000237630935229  0.0  400.0 
       365     0   0.000439512023394   3.17194632588e-05  -0.000252321921045   5.15236006542e-05  0.0  -9.87684877824e-05  0.0  400.0 
       366     0   0.000668050012382   1.90498241139e-05   -0.00105682951166  -1.58696184962e-05  0.0   0.000122798507666  0.0  400.0 
       367     0    0.00200026794297   1.58221245584e-05   6.46503263171e-05   2.63197804586e-05  0.0  -0.000116750063088  0.0  400.0 
       368     0   0.000674841830804   5.74261130453e-06  -0.000595195462132   0.000130516160067  0.0  -0.000149774268619  0.0  400.0 
       369     0   0.000214661132074   3.27617345608e-05  -0.000295634814755   8.23273474182e-06  0.0  -0.000208956935634  0.0  400.0 
       370     0    0.00117665184286   2.57606773047e-05   1.60677167657e-05  -3.20716295645e-05  0.0   1.12106389819e-05  0.0  400.0 
       371     0    0.00354714461255   6.09816932936e-05   0.000541559426835   1.55927174847e-05  0.0   -8.0843496099e-05  0.0  400.0 
       372     0    0.00210530665366   3.12223463892e-05   -0.00124762057124   2.55119390347e-05  0.0  -1.83768792617e-05  0.0  400.0 
       373     0    0.00130371048881   2.82129420054e-05   0.000500495805647   2.68346628404e-06  0.0    0.00019289831123  0.0  400.0 
       374     0  -0.000239370506321   -1.9051976373e-05  -0.000530792068798   4.37567844547e-05  0.0  -0.000109278408214  0.0  400.0 
       375     0    5.7831445436e-06   1.42230851291e-05   9.39885240933e-05   3.51191667706e-05  0.0   1.01593666311e-05  0.0  400.0 
       376     0    0.00186168011548   4.75776865991e-05  -6.78685875424e-06   -3.2917899046e-05  0.0   0.000151756683649  0.0  400.0 
       377     0   -0.00162987735368  -2.34154467974e-05     -0.001094312806   5.67560703021e-05  0.0  -0.000230151267095  0.0  400.0 
       378     0    0.00298401084801   5.39236880659e-05   0.000508246187601  -1.05305924831e-05  0.0   8.25605906251e-05  0.0  400.0 
       379     0    0.00313358001298   7.80789541618e-05  -0.000203855808411   1.34881150041e-06  0.0    6.9700597586e-05  0.0  400.0 
       380     0    0.00234009038203   5.93708452175e-05  -3.38673687237e-05   3.33361545264e-05  0.0   -9.3575480135e-05  0.0  400.0 
       381     0   0.000575784587238   1.29036308912e-05  -0.000603678879774   8.53609787527e-06  0.0  -3.14818167081e-06  0.0  400.0 
       382     0    0.00317849861369   5.27350200518e-05  -0.000221476874873   2.87388576922e-05  0.0   0.000238267975787  0.0  400.0 
       383     0   0.000970955227743   4.39184055079e-05   0.000786469500394  -4.04300357361e-05  0.0   0.000117840427899  0.0  400.0 
       384     0   0.000185918112541  -1.86909596037e-06   0.000165189637554   4.79545229779e-05  0.0   0.000182777543651  0.0  400.0 
       385     0  -0.000133365450217  -1.29640239517e-05  -0.000129696362149   4.41337738402e-05  0.0    0.00019070894336  0.0  400.0 
       386     0    0.00260216475699   7.53712094133e-05   0.000421903179178  -4.44314095327e-07  0.0   0.000146098590718  0.0  400.0 
       387     0   -0.00086508534044  -2.51654532031e-05   0.000190185217493   6.83696870227e-06  0.0  -0.000226980265988  0.0  400.0 
       388     0   -0.00111156658407  -1.68416685879e-05   0.000132761703374   2.65758668461e-05  0.0  -0.000204149438761  0.0  400.0 
       389     0     0.0013842599774   1.69957333461e-05   0.000319435433837  -1.07303326707e-05  0.0   4.05833683327e-05  0.0  400.0 
       390     0  -8.75339916877e-05   8.48733328136e-06   0.000497776997213  -1.53540979723e-05  0.0   0.000170129112578  0.0  400.0 
       391     0    0.00283327630051   5.59020306882e-05   0.000462348560436   1.81308649255e-06  0.0   5.43834265608e-05  0.0  400.0 
       392     0     0.0017789235541     3.628304194e-05  -0.000314243002909   6.92791354673e-05  0.0   6.89117752956e-05  0.0  400.0 
       393     0   0.000716921281055   1.11448411318e-05   0.000146352581915     5.689969502e-06  0.0   0.000212356896642  0.0  400.0 
       394     0     0.0012462939018   4.28861713886e-05  -2.25663601219e-05   1.23674125368e-05  0.0   0.000193800868723  0.0  400.0 
       395     0    0.00064379025455   3.60788117571e-06  -0.000708410451507   4.81750135619e-05  0.0    0.00011546557955  0.0  400.0 
       396     0  -0.000274268025936  -1.59265251898e-05   0.000151027048976   3.32095667422e-05  0.0   0.000152402949128  0.0  400.0 
       397     0    0.00142681204454   3.03771674493e-05   -0.00120805361027   0.000108237440301  0.0  -0.000221205119124  0.0  400.0 
       398     0   -0.00031749368614  -3.22715297048e-08  -0.000781097453669      2.00941437e-05  0.0  -0.000240317071149  0.0  400.0 
       399     0  -9.10080696059e-05  -1.50065796862e-06    -0.0002299019493     4.034115768e-05  0.0   0.000100236896743  0.0  400.0 
       400     0    0.00184516441953   4.15245127835e-05   0.000682876379481   3.54687284411e-05  0.0   3.80265916003e-06  0.0  400.0 
       401     0   -0.00115971219203  -1.77691054239e-05   0.000109452468783  -4.19857496848e-06  0.0  -0.000133423723566  0.0  400.0 
       402     0    0.00213142741309   5.64006476602e-05  -0.000407637922853   4.98730058356e-05  0.0   0.000115606358659  0.0  400.0 
       403     0   0.000771717833512   4.52329292745e-05   -0.00016150522346   2.27755484428e-05  0.0    -0.0001746950261  0.0  400.0 
       404     0    0.00129666661518   3.56880966214e-05   0.000882477248709   3.28755900418e-06  0.0    7.2578934016e-05  0.0  400.0 
       405     0    0.00264953990474   7.55506255072e-05  -0.000576696305767   9.28030258068e-05  0.0   6.97723091378e-05  0.0  400.0 
       406     0    0.00310784732444   3.42219830569e-05  -0.000197406644306   1.26596533869e-05  0.0   6.21408085398e-05  0.0  400.0 
       407     0   0.000435755334863   6.21295817073e-06  -0.000136047905895   8.69283956047e-05  0.0  -8.37082474845e-05  0.0  400.0 
       408     0    0.00047229341388   7.23132861112e-06  -0.000346541455151   1.83346467634e-05  0.0  -0.000163455109305  0.0  400.0 
       409     0   -0.00175337148126  -3.63117685556e-05   0.000226522280321   -2.4949209059e-05  0.0   -0.00013115075149  0.0  400.0 
       410     0  -0.000326741534587   1.23142541133e-05  -0.000164448986149  -2.08854508237e-05  0.0   4.60379700189e-05  0.0  400.0 
       411     0    0.00242120143168   9.16495487822e-05    0.00118005868235  -1.28728927238e-05  0.0   1.41914723951e-06  0.0  400.0 
       412     0    0.00200221695104   4.07921333187e-05    0.00021656157373   1.42777242383e-05  0.0   1.64814031905e-06  0.0  400.0 
       413     0    0.00232387217605   4.39866002333e-05   -0.00121380444404   2.10828223467e-05  0.0  -8.36193229701e-05  0.0  400.0 
       414     0    0.00116874285484   5.76784950449e-05  -0.000644328227981   9.64513213079e-05  0.0   0.000249517797996  0.0  400.0 
       415     0    0.00192611608754    3.7462605232e-05  -0.000101774893338  -2.36693743918e-05  0.0    0.00013611843034  0.0  400.0 
       416     0    0.00239077765722   7.13191284359e-05    0.00121610241426  -3.60039567516e-06  0.0   0.000240595913263  0.0  400.0 
       417     0    0.00284508960239   3.21313221499e-05   0.000165204436788   6.43571286475e-05  0.0   0.000169402276293  0.0  400.0 
       418     0  -0.000418250672329  -7.64129394766e-06   0.000971463379639   3.25460557655e-05  0.0  -0.000169696491583  0.0  400.0 
       419     0    0.00484784705938   0.000114263313839   -0.00123380044835   7.84214422088e-05  0.0  -0.000166539554939  0.0  400.0 
       420     0  -6.62920223287e-05  -1.93538077134e-05   0.000166911843077   2.91296585849e-05  0.0   0.000163527801389  0.0  400.0 
       421     0   0.000110792420484   3.40954447411e-05    0.00139768666941  -6.47111555434e-05  0.0  -3.79155843239e-05  0.0  400.0 
       422     0   -0.00251306973996   -5.1700354157e-05  -0.000945934337196    5.4189001236e-05  0.0   2.44575269983e-05  0.0  400.0 
